Date,CMCSA,DIS,EA,FOXA,GOOG,GOOGL,LYV,META,MTCH,NFLX,NWSA,PSKY,T,TMUS,TTD,VZ,WBD
2022-01-04,-0.005941694810933429,-0.006570531756366127,0.006002301768321505,0.008767339078337821,-0.004535432190322153,-0.004083044799368496,-0.0034670478047006403,-0.00593724748444735,-0.009386841830004822,-0.010412271093896086,-0.00790517061431506,0.02512400538361348,0.008258027722083838,-0.0032334256140613693,-0.05271334999252386,0.019641688782788158,0.056060011076627836
2022-01-05,0.0005977294992536297,-0.0034675254077497497,-0.01443731837904938,-0.009481148306542786,-0.0468298760669108,-0.04587636615590307,-0.026921802245994608,-0.03672778033205015,-0.05602758194946533,-0.03997297995443272,-0.03364324612083669,-0.009984598320168514,0.022231061948366326,0.011397492770376383,-0.06701032309985089,0.010286002551425089,-0.011214924749927024
2022-01-06,0.005774457884731188,0.01101865478207098,-0.030717494486343533,0.021802508712083446,-0.0007446474280813353,-0.00019950103553190157,0.015918916299950903,0.025573062102882238,0.004302052725901451,-0.025074012602912532,0.032066057324836805,0.0,-0.0038156118184061727,0.001820444592917525,-0.03402811533452754,-0.00481289978556565,-0.02759929786496662
2022-01-07,-0.009106923868119732,0.005927532062024898,0.01611544021677558,0.015352586862370066,-0.003973072193822258,-0.005303057257960764,-0.029160347195638092,-0.0020153680006923524,-0.006266857184873631,-0.022104133536815063,-0.0013315340752712013,0.08160117517443988,0.03416324034674223,-0.05044571539307319,0.02612767617648437,0.021084411285515525,0.16874029037529747
2022-01-10,0.00939047975416063,-0.007793243542497441,-0.021854470236313817,0.0002562840361126639,0.011455755244541121,0.01206038817058186,-0.004660805391702216,-0.011211901514434963,0.010297733392818254,-0.002236321014684406,-0.012000136434115016,-0.01356335142221099,0.006466327324787136,-0.03644974292459757,0.02609573720399605,-0.006821776797921619,-0.048902173635098856
2022-01-11,0.012272414416448107,0.008237529313786185,0.014740048493679714,-0.0020494377779456396,0.010416791391440583,0.007691018196809951,0.005896638111128061,0.019203072311867464,-0.004424715695681369,0.0018338246238440714,0.009896567712259774,0.0014324875730356013,-0.0045352380024618055,0.049460951418599075,0.047901200659481,-0.005197581807632745,0.003147959150316515
2022-01-12,-0.003715185073864813,-0.0005699655564341821,0.012996826905920633,0.008729004987825695,0.011644954946434138,0.012126321150424335,-0.017241379310344862,-0.003319526766324743,-0.015238116132371693,-0.006693282933398104,0.0071268510949700214,0.000286147473485876,0.004176103198345826,-0.0010814067425098939,-0.029335508298090396,-0.002612550483343634,0.0038354466241659058
2022-01-13,0.006476694620364709,-0.014955848929321447,-0.012528119768646095,0.019852268237568804,-0.017769297614259827,-0.02010505254691375,-0.0011403267843681508,-0.020344490681039162,-0.0070922320568460595,-0.03354309126671351,0.015479834993502362,0.03488703754642586,0.013232760771923147,-0.006585370771021504,-0.08047089819800346,0.0013096968909172002,0.019103828397723843
2022-01-14,0.007800296751237834,-0.022516645914580136,-0.003057460811067725,0.02370838854756463,0.0047114016649079105,0.0064470675620618145,0.00825498190338747,0.016601285674650024,-0.016639575688411345,0.012500040409930024,-0.010452862918176598,0.01740806526494243,0.014178958400521635,-0.014529597582060183,-0.0038278894845577005,-0.004484308194007802,0.0627130246427623
2022-01-18,-0.029024566268377794,0.0021719860056836904,0.02660263229267623,-0.02730352667610958,-0.025009718332660524,-0.024967563041816132,0.0034840304362411256,-0.04142810145263276,-0.043582283765554175,-0.028324647723387164,-0.02332736903329502,-0.04372630566175917,0.004783043587396563,-0.014836019609038908,-0.059228847865407275,0.0028153173720149027,-0.04939066390168412
