Date,ADM,CAG,CL,COST,CPB,DG,DLTR,EL,GIS,HRL,K,KDP,KHC,KMB,KO,KR,MDLZ,MNST,MO,PEP,PG,PM,SYY,TAP,TGT,TSN,WMT
2021-01-05,0.0194502372268599,-0.01194789400627061,0.002252981865312753,-0.011600782401630871,0.007624431704597923,-0.01421026037236195,0.0017766486597550202,0.015059529481080025,0.0010164294855061762,-0.011228619188863309,0.005695804504251223,0.001582963673894211,-0.019281012900264294,0.0010495608642289156,-0.010993150143858044,-0.007158485867014397,0.0010358909435166375,0.009050769410977821,-0.0019591526261533154,0.0029804859797584182,0.0063850189380572075,0.010920374317446857,0.006361586186753421,0.029572929447050145,0.015425405186569652,-0.0007875444959495326,-0.005323161814338895
2021-01-06,0.04051975172833977,0.004780727238132387,-0.02685731670339575,-0.015223170967035293,-0.020245607723482162,0.0415036020000612,0.05451324668169755,-0.0018931420171941493,-0.002538532421205719,0.006114714523876019,-0.007766928993372835,0.0037926144200042256,0.01102142267528694,-0.005241959190651402,-0.03181294206239105,0.009717673566492557,-0.0018972800578764826,-0.007875751860906388,0.016192491845307577,-0.012232363603480123,0.010526369595926344,0.0013351449788170378,0.04438646280172165,0.04787254825987319,0.047402546911417875,0.03010234326665384,0.0062436471222488965
2021-01-07,-0.008884882064725041,-0.05457602244159909,-0.005471290308544097,-0.005675371273568208,-0.006731152279610408,0.011193106370523287,0.01575638452742334,-0.00027109781287781853,-0.008214765795974799,-0.0075973238887465655,-0.007012394282639889,0.006010584556828125,-0.0072183371698599785,-0.00933428440060935,-0.011084664512907239,-0.012107919640040321,-0.0019008865720618884,0.03087103799304014,0.008691716151643547,-0.003218058995755335,-0.009346381287596128,0.0058183938373106425,0.0005294528868005077,-0.0020304494442917598,0.011539179285396495,-0.011474888762724844,-6.83179396645528e-05
2021-01-08,0.002670139872474664,0.008584900022243547,0.0067236296730286416,0.005490444015004092,-0.007623718841591076,-0.008772619775599955,-0.01551197193287035,0.009525019807821389,-0.026747234882290027,-0.0007694260992194835,-0.01133194938796045,0.006289347920211963,-0.002226172339717669,0.0012156059804862007,0.02241791182270858,-0.005971254199439335,0.007444788176419026,0.015935806029620636,-0.004547542074806676,0.012002340237667664,-0.00043221185741260104,0.0013254173665275815,0.02592946302417154,0.007120853603564514,0.013082316997095278,-0.008976866386442461,-0.00013639464273917934
2021-01-11,-0.010081741800942123,-0.02847090757570192,-0.002550092517456637,-0.01602959513752822,-0.01771250584015116,-0.002548466891182266,-0.0047800381489983,-0.01004883445819127,-0.014716451958630805,-0.022227088802389328,-0.013787350279844679,-0.020000004051495268,-0.022903013258290694,-0.002352681216666541,-0.01722771830320835,0.004110137655298329,-0.01890380909452294,-0.021581171370308794,-0.005770858077366436,-0.014495862029452744,-0.006772606539630743,-0.009387738633287013,0.0,0.0036365458737719347,0.008677650140624937,0.011557074909996246,0.00450147013886415
2021-01-12,-0.012298216585015287,-0.005740106319544913,0.0014611600381924106,0.00052153724654036,-0.011731318004374103,0.01449394655568459,0.015565240551897785,-0.010460541517790967,-0.021594248905141167,-0.00810266757180167,-0.013643319554539124,0.0,-0.020395567174707474,-0.008596313044234583,-0.0017928148031494118,-0.0075566193608540555,0.004028609156863983,0.011297561811721035,-0.010157023944110222,-0.00464500650837163,-0.005803520999684064,-0.015064794465803555,0.010573865985866737,0.0436792844835876,0.01956158464842428,-0.011733519639279821,0.011405866094962303
2021-01-13,0.007198306401286159,0.014281713175442468,0.002795670742917089,0.007550997617464805,-0.0013190419412832943,-0.0007327202225040352,-0.014976345068332786,0.004894018560118951,0.01876018680037994,-0.0013615094445051934,0.009904341950737416,0.009566489999421224,-0.005282967907676683,0.010358989262174267,0.0009977381004733221,0.014910978224715654,0.0008723919751711939,-0.022555539582629347,0.003909138467711237,0.00820209899415758,0.0015321365096661044,0.0017270906670159292,-0.028454768556123833,0.0084861239126921,-0.011451517281573564,0.0012495598944939346,-0.010203322326662989
2021-01-14,0.021247972033587192,0.020071681765883698,-0.0066675982132201606,-0.012535799146648041,0.009685348631596202,-0.02282094795474532,-0.022228149487561355,-0.025870559883983235,0.006499401189030474,-0.0009089437587926907,-0.0015218930294492727,-0.003790404040404094,0.002187074311138071,-0.0007595064766434678,-0.018540704061995372,0.035949148019664756,-0.0010457467448418134,-0.005551345607741842,0.0004865682492150025,-0.005820638266924472,-0.010636613205601608,-0.00036944850522036,-0.008274492938410871,0.023140216426297266,0.006046120249554976,0.01045413310989085,-0.0032554611151456303
2021-01-15,-0.012672535392040052,-0.005579815078769146,-0.0007317349334718948,-0.0005243717130523073,0.011990354270589476,-0.00844111966050154,-0.014822268479757317,-0.0035598480353395967,0.008789295730473157,0.020468690417245528,-0.00033852217114760386,0.010145814092085148,-0.002805623277942204,-0.002128248468569738,-0.010765920949400432,0.016897900681431377,-0.0015704886722135436,0.003174265691658462,0.00218931423954305,-0.0026102243509461553,-0.007510969666432277,-0.0029564409755920007,0.0007946001249083956,-0.01794381286914959,-0.016211251459527953,-0.00015447174808358444,-0.015853501914409818
2021-01-19,0.017241272133106333,-0.0067926473621267025,-0.01257952281228869,-0.021233635178179555,-0.0008619402398578613,-0.02544468132137534,-0.0026766964734646903,-0.00276961043502455,-0.010135226316428936,-0.0026744691781392937,-0.009656040700214419,-0.001255514238611144,0.01156615424261953,0.002742095637362718,-0.0039013776594756244,-0.002374142193405926,-0.0013980849592912792,-0.01713038372815412,0.0007282455522343856,0.004738577131207622,-0.008755159164213322,0.011860529598918479,-0.009262744493893527,-0.0097069714712823,-0.03408630908508059,-0.013127397672188401,-0.008642238249263356
