Date,ABNB,AMZN,APTV,BBY,CCL,CMG,DASH,DECK,DHI,EBAY,EXPE,F,GM,HD,HLT,LEN,LKQ,LOW,LULU,LVS,MAR,MCD,MGM,NCLH,NKE,ORLY,PHM,RCL,ROST,SBUX,TJX,TPR,TSCO,TSLA,WSM,WYNN,YUM
2021-01-05,0.06575644668788305,0.010004358381754175,0.029959115492107502,0.005075073415435227,0.010794957299441243,0.02728330355691777,0.03764631182171896,0.037149349328010395,-0.013810608728909601,0.010291158328596728,0.04392165072736742,0.015258202543348531,0.028388084351837595,0.008070964406779124,0.0045598340372812185,-0.007539986035880131,0.013537073064225025,0.003367086605861047,0.028338962616394348,0.025711828826989747,0.010579476401641363,0.005993754993202538,0.022222276486721704,0.02149179261356915,0.008065916779481208,-0.0059255447111001835,-0.02700784826746172,0.025876959897968455,0.0008542035275656001,0.003297789415204866,-0.0013470073083724499,-0.005808581659859535,0.007014674183471792,0.007317368906131216,0.01175341581762046,0.030776451390303272,9.449212225343118e-05
2021-01-06,-0.03728926949089051,-0.024896614147709384,0.03538497070470359,0.0486140672307005,-0.00970877472018683,-0.008633957987405183,-0.03060304918014778,0.06255532660624086,-0.00843247182625917,0.02287157691807029,0.04579267444625401,0.021965377133505548,0.031684792413825935,0.005713015626722884,0.02612318398766167,-0.005698066920598488,0.054276560373149874,0.013360772354025663,-0.008867667121418843,-0.015141403582093704,0.026171806989668145,-0.002269954404375607,0.027009290991417023,0.0037128776170669564,0.007929909480528297,0.030801263318404937,-0.005356604713897983,-0.00482447359091609,0.04369719143826556,0.007250704561586829,0.04391516877358104,0.05535060422535443,0.03681848966653889,0.028390302267496503,0.026401731356175295,0.005989487872501531,0.005480500061406213
2021-01-07,0.0595363153718107,0.0075771277744003385,0.04843966701789171,0.016995353731729335,0.016666674458123643,0.01840838948864798,0.09113642072889294,0.014373972259261514,0.043128531156859884,-0.0030063640023499927,-0.007878989835917616,0.024886756393286413,0.007910890097253098,-0.004896006008491605,0.022750010983976,0.03274664665855109,0.028301964590502715,0.0039246278579738725,0.01112184045401765,-0.006662060453948571,0.007419325353019923,0.004644595166089838,-0.0186017090792302,0.013563498756303582,0.01826511665223407,0.010146674326731109,0.04014693801670144,0.024653827063639833,-0.002207954772220133,-0.0080623774187214,0.003589235125807777,0.01602558677841115,0.008569344960880132,0.07944656360858104,0.015339961820441728,-0.009923140237909522,-0.007612053932396057
2021-01-08,-0.00991604387938183,0.006495514374673217,0.005248580737697184,-0.001299646067643323,-0.013018344298135753,0.025070493576322628,0.02173196290227608,-0.007669051002883953,-0.025185840528217707,0.026762211230223265,0.012158330061419642,-0.00662244719095717,-0.006001711462968573,0.010628735673700707,0.007679360317877304,-0.03038710790011756,0.00629083672394426,0.008185024723892376,-0.0049824853583512185,-0.0039553950218127465,-0.005063235672630673,0.01835104376498542,0.024836522059877852,-0.009326826587976011,0.009658420420957547,0.017067441231217728,-0.022593548961220677,-0.013652377478367672,0.003196288616035714,0.02244795612592143,0.004577404650822681,-0.018353844980104284,0.01488576483411963,0.07840299470467449,-0.006079943616001171,-0.006560552748257287,0.014677981338816481
2021-01-11,-0.010950119135103686,-0.021519462280005563,-0.0032975799367257475,0.029840935853051143,-0.01612114972035028,0.00012838603722964415,0.06989559816820234,0.03972271543267647,0.016427826039265625,-0.010095842114568931,-0.00736009863591669,0.033333331005741096,0.045285585305743226,0.007952661666779548,-0.008584573292667264,0.03392843849384164,-0.011200782603671411,0.007694684207176117,-0.010397821599675283,-0.026070313156363767,-0.007941947539726768,-0.007597308123281743,-0.018176039892372042,-0.011870688166381371,0.004783013851818563,0.012366057919071638,0.013243277260471809,-0.011648701761508673,-0.012580781220137505,-0.010125786295656414,-0.026345414194519523,0.009640772346835247,0.0012726593910072914,-0.07821411721500826,0.03049365459696829,-0.009171824577633214,0.0048530694800827945
2021-01-12,0.08553296260922094,0.002125797051401035,0.04142538207184865,0.03547566598882601,-0.0004965357092798772,-0.0006986893862650501,0.14964075145607225,0.017435471909151845,0.005436114404631098,0.03912512091449494,-0.014059922061595453,0.051612832162794664,0.06243056136284908,0.01880314290162377,-0.0075101825522034815,0.009356838341727292,0.048998994208724334,0.01605321270456539,-0.013078612338751405,0.0037228571031957536,-0.00987106684836725,-0.012276583082246884,-0.016238888908862048,0.01574155251545628,-0.013601019887062304,0.02391342861285528,0.013783514533966645,0.004853132043104669,0.002399350775685871,-0.0170173801520197,0.00043881760197561626,0.022569168266304285,0.015050247784969217,0.047152947996006445,0.06359060350756462,0.01823560637688937,0.0
2021-01-13,0.057151755391747106,0.014438406874172749,-0.03329140844009304,-0.012989127051749039,-0.0014902523868626227,-0.004737345278143956,0.03130368422771834,-0.02489329009199448,0.00423824639479542,-0.005889029965788217,-0.002412113583561748,0.0,0.019029553932406573,-0.008250880249406234,-0.004095038790290384,-0.003264181855462067,-0.011551932742189575,0.004970854194546792,-0.013419937034248486,-0.023313487058407745,-0.006907906748444326,0.0023157124012591623,-0.008253597681676106,0.0036704792376704987,-0.013856902418329708,-0.02541389828734808,-0.002344309467628203,-0.0030357518756517488,-0.01650709726081101,0.0006806371680709855,-0.00394732582519397,-0.03706816096270549,0.009422939727526947,0.005850950889994211,0.014207352498850634,-0.01909069553902043,-0.004829630945541008
2021-01-14,0.061827131991348594,-0.012135545173177387,-0.012597537783420099,0.006182818729665307,0.04079600394337213,0.012043026777739607,0.04666669440991944,-0.0014799623248957783,0.004510779010449939,-0.007897608308546356,0.02531825585834735,0.03987726848415507,0.05745949036558207,-0.020835662899739482,0.002145363203609696,-0.017422117361235667,-0.007367911824728179,0.0032973471688009237,-0.01252343806060252,0.006871701271289332,0.019128962271790506,-0.01692674237065528,0.007989308621432878,0.07354731495541089,-0.012164586655840637,-0.02342535586644534,-0.003289350160646465,0.0496885106265923,-0.0175394270168594,-0.010399379112809193,-0.0016143843435892924,0.0008813250651602544,0.02128229333568954,-0.011013523157297866,0.04335850057161794,0.010194657350947267,0.005879581132600231
2021-01-15,-0.06221604281185078,-0.007424600125642833,-0.010192769437392779,0.0007021592744966831,-0.006214109000597601,-0.004292412567695525,-0.09694079841810455,0.006607791749610348,0.004780684070972541,0.002713946199334183,-0.024138052443967384,-0.03343137440891253,-0.030273636885310262,0.027017986406513872,-0.033003338080494826,0.021063967914355164,-0.031226106603457815,0.005575373980102327,-0.009288847336375361,-0.04023000382009889,-0.016520552393315402,0.006762566285413829,-0.015852097014062205,-0.03936415263149495,-0.004104640739568177,-0.010201443326956605,0.006600600233113374,-0.03850201646275464,-0.0008542724371758403,0.005009164711804903,0.006468401953995118,-0.012918374900479423,0.0066479647251660445,-0.02229585445953386,-0.002157583184895673,-0.02541288740881087,-0.010762534346302699
2021-01-19,0.02611211707557337,0.005318518294228358,-0.001260894401269752,-0.020877087383547543,0.003848000008807473,0.01688790666536777,0.06198240171961622,-0.008895710410269264,0.028113994443581314,0.02814845126845711,0.015139455472910068,0.01932882588450946,0.09745860676030627,-0.008708430795154598,-0.004427597539328865,0.021543268464055076,-0.018494106795512666,0.0001173627324699833,-0.006531204644412147,0.018899780758775186,0.0004729766910647193,-0.003906428883047042,0.024496810016989112,-0.003152085356634804,-0.010304128521448574,-0.00589259513150997,0.030679081645287987,0.007679565416574219,-0.0255620124657856,0.0020520223376048197,-0.018697091042876757,-0.008328157031079808,-0.00019042784036626959,0.022259629183487784,0.0010410975072607798,0.008848763702313134,0.007221692521299339
